Order,PID,MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Misc Val,Mo Sold,Yr Sold,SalePrice,SalePrice_log
1455,907251090,60,75.0,9473,8,5,2002,2002,0.0,4,3,4,3,0,5,804.0,0,0.0,324.0,1128.0,5,1128,903,0,2031,1.0,0.0,2,1,3,1,4,7,8,1,4,2002.0,2,2.0,577.0,3,3,2,0,211,0,0,0,0,0,0,3,2008,237000,12.37581963951765
1456,907253060,60,68.0,10316,7,5,2000,2000,0.0,4,3,4,3,0,5,735.0,0,0.0,257.0,992.0,5,992,873,0,1865,1.0,0.0,2,1,3,1,4,7,8,1,3,2000.0,2,3.0,839.0,3,3,2,0,184,0,0,0,0,0,0,6,2008,235000,12.367345048436391
1457,907253110,60,68.0,10400,7,5,2001,2001,227.0,4,3,4,3,0,0,0.0,0,0.0,1257.0,1257.0,5,1290,871,0,2161,0.0,0.0,2,1,3,1,4,8,8,1,3,2001.0,2,2.0,570.0,3,3,2,0,84,0,0,0,0,0,0,6,2008,230500,12.348010479804223
1458,907254020,60,73.0,9066,8,5,1999,2000,320.0,4,3,4,3,1,5,668.0,0,0.0,336.0,1004.0,5,1004,848,0,1852,0.0,0.0,2,1,3,1,4,7,8,2,3,1999.0,3,3.0,660.0,3,3,2,224,106,0,0,0,0,0,0,12,2008,230000,12.345838935721968
1459,907254090,60,75.0,11404,7,5,1998,1999,202.0,4,3,4,3,2,4,252.0,0,0.0,901.0,1153.0,5,1153,878,0,2031,0.0,0.0,2,1,3,1,4,8,8,1,3,1998.0,3,2.0,541.0,3,3,2,192,84,0,0,0,0,0,0,7,2008,222500,12.312686874960354
1460,907255020,60,68.0,9240,8,5,2001,2002,396.0,4,3,4,3,0,0,0.0,0,0.0,1055.0,1055.0,5,1055,1208,0,2263,0.0,0.0,2,1,3,1,4,7,8,1,3,2001.0,3,2.0,905.0,3,3,2,0,45,0,0,189,0,0,0,9,2008,287000,12.567240979056246
1461,907255030,60,68.0,9720,9,5,2001,2002,134.0,4,3,4,3,1,5,1194.0,0,0.0,163.0,1357.0,5,1366,581,0,1947,1.0,0.0,2,1,3,1,4,7,8,1,3,2001.0,3,3.0,725.0,3,3,2,168,116,0,0,0,0,0,0,1,2008,274000,12.520887034998584
1462,907255060,20,68.0,14860,8,5,2002,2003,240.0,4,3,5,3,3,5,1538.0,0,0.0,240.0,1778.0,5,1786,0,0,1786,1.0,0.0,2,0,3,1,4,6,8,1,4,2002.0,2,3.0,715.0,3,3,2,182,35,0,0,0,0,0,0,6,2008,300000,12.611541086966115
1463,907260010,60,68.0,11250,8,5,2002,2002,0.0,4,3,4,3,1,0,0.0,0,0.0,1128.0,1128.0,5,1149,1141,0,2290,0.0,0.0,2,1,4,1,4,9,8,1,4,2002.0,1,2.0,779.0,3,3,2,0,0,0,0,0,0,0,0,5,2008,255900,12.45254592991672
1464,907262030,60,65.0,8158,7,5,2003,2003,252.0,4,3,4,3,0,5,550.0,0,0.0,334.0,884.0,5,884,884,0,1768,1.0,0.0,2,1,3,1,4,8,8,0,0,2003.0,2,2.0,543.0,3,3,2,0,63,0,0,0,0,0,0,7,2008,224900,12.323415584358154
1465,907262060,60,41.0,10905,7,5,2003,2003,0.0,4,3,4,3,0,0,0.0,0,0.0,1129.0,1129.0,5,1129,1198,0,2327,0.0,0.0,2,1,4,1,4,9,8,1,4,2003.0,2,2.0,596.0,3,3,2,0,57,0,0,0,0,0,0,8,2008,240000,12.388398368982115
1466,907262070,60,72.0,7226,7,5,2003,2003,0.0,4,3,4,3,0,0,0.0,0,0.0,798.0,798.0,5,798,842,0,1640,0.0,0.0,2,1,3,1,4,6,8,0,0,2003.0,2,2.0,595.0,3,3,2,0,45,0,0,0,0,0,0,6,2008,183000,12.117246896289503
1467,907265100,60,96.0,11690,8,5,1999,2000,192.0,4,3,4,3,2,0,0.0,0,0.0,850.0,850.0,5,886,878,0,1764,0.0,0.0,2,1,3,1,4,7,8,1,3,1999.0,1,2.0,560.0,3,3,2,120,29,0,0,0,0,0,0,6,2008,207000,12.240478903153711
1468,907285080,60,70.0,8750,7,5,1994,1995,0.0,4,4,4,3,0,5,642.0,0,0.0,273.0,915.0,5,933,975,0,1908,1.0,0.0,2,1,4,1,4,8,8,1,3,1994.0,1,2.0,493.0,3,3,2,144,133,0,0,0,0,0,0,7,2008,210000,12.25486757159303
1469,907290150,120,37.0,4435,6,5,2003,2003,170.0,4,3,4,3,2,5,686.0,0,0.0,162.0,848.0,5,848,0,0,848,1.0,0.0,1,0,1,1,4,3,8,0,0,2003.0,3,2.0,420.0,3,3,2,140,0,0,0,0,0,0,0,3,2008,136500,11.824087219587643
1470,907290250,120,68.0,4426,6,5,2004,2004,205.0,4,3,4,3,1,5,662.0,0,0.0,186.0,848.0,5,848,0,0,848,1.0,0.0,1,0,1,1,4,3,8,0,0,2004.0,2,2.0,420.0,3,3,2,140,0,0,0,0,0,0,0,2,2008,145000,11.884495917930655
1471,907295020,20,75.0,13125,6,5,1997,1998,215.0,3,3,4,3,3,5,994.0,0,0.0,484.0,1478.0,5,1493,0,0,1493,1.0,0.0,2,0,3,1,4,7,8,1,3,1997.0,3,2.0,508.0,3,3,2,140,39,0,0,0,0,0,0,4,2008,208900,12.249615734512616
1472,907295100,90,83.0,10126,6,5,1997,1998,0.0,3,4,4,3,3,5,1593.0,1,162.0,83.0,1838.0,5,1838,0,0,1838,2.0,0.0,2,0,2,2,3,8,8,0,0,1998.0,1,3.0,721.0,3,3,2,160,67,0,0,0,0,0,0,7,2008,185000,12.128116509451258
1473,907405020,20,70.0,9135,7,5,2002,2003,113.0,4,3,4,3,2,5,810.0,0,0.0,726.0,1536.0,5,1536,0,0,1536,1.0,0.0,2,0,3,1,4,7,8,0,0,2002.0,2,2.0,532.0,3,3,2,192,74,0,0,0,0,0,0,12,2008,214000,12.273735966890268
1474,907405140,60,65.0,8450,7,5,2003,2003,196.0,4,3,4,3,0,5,706.0,0,0.0,150.0,856.0,5,856,854,0,1710,1.0,0.0,2,1,3,1,4,8,8,0,0,2003.0,2,2.0,548.0,3,3,2,0,61,0,0,0,0,0,0,2,2008,208500,12.24769911637256
1475,907412040,20,75.0,9750,7,5,2004,2004,50.0,4,3,4,3,1,5,24.0,0,0.0,1421.0,1445.0,5,1445,0,0,1445,0.0,0.0,2,0,3,1,4,6,8,0,0,2004.0,1,2.0,470.0,3,3,2,0,35,0,0,0,0,0,0,6,2008,186500,12.136191879981927
1476,907412070,20,65.0,8450,7,5,2004,2004,266.0,4,3,4,3,1,5,946.0,0,0.0,490.0,1436.0,5,1436,0,0,1436,1.0,0.0,2,0,3,1,4,8,8,0,0,2004.0,1,2.0,484.0,3,3,2,139,98,0,0,0,0,0,0,4,2008,210000,12.25486757159303
1477,907412080,60,64.0,8320,7,5,2004,2004,0.0,4,3,4,3,0,5,490.0,0,0.0,280.0,770.0,5,770,812,0,1582,0.0,0.0,2,1,3,1,4,6,8,0,0,2004.0,2,2.0,520.0,3,3,2,0,45,0,0,0,0,0,0,9,2008,185900,12.132969552931216
1478,907412090,20,85.0,11049,8,5,2007,2007,0.0,4,3,5,3,2,0,0.0,0,0.0,1234.0,1234.0,5,1234,0,0,1234,0.0,0.0,2,0,3,1,4,7,8,0,0,2007.0,2,2.0,484.0,3,3,2,0,30,0,0,0,0,0,0,1,2008,179900,12.100161978566867
1479,907418010,20,85.0,11058,7,6,2007,2007,212.0,4,3,4,3,0,5,56.0,0,0.0,1508.0,1564.0,5,1564,0,0,1564,0.0,0.0,2,0,3,1,4,6,8,0,0,2007.0,2,3.0,814.0,3,3,2,0,24,0,0,0,0,0,0,2,2008,218836,12.296082439438212
1480,907418040,20,74.0,9627,7,5,2007,2007,0.0,4,3,4,3,2,5,24.0,0,0.0,1327.0,1351.0,5,1361,0,0,1361,0.0,0.0,2,0,3,1,4,6,8,0,0,2007.0,2,2.0,610.0,3,3,2,0,50,0,0,0,0,0,0,6,2008,193000,12.170450649220749
1481,907420080,60,63.0,8199,7,5,2005,2005,0.0,4,3,4,3,2,5,648.0,0,0.0,80.0,728.0,5,728,728,0,1456,1.0,0.0,2,1,3,1,4,7,8,1,4,2005.0,3,2.0,410.0,3,3,2,36,18,0,0,0,0,0,0,10,2008,189000,12.149507585033072
1482,907425010,120,68.0,4426,6,5,2004,2004,147.0,4,3,4,3,2,5,697.0,0,0.0,151.0,848.0,5,848,0,0,848,1.0,0.0,1,0,1,1,4,3,8,1,3,2004.0,2,2.0,420.0,3,3,2,149,0,0,0,0,0,0,0,5,2008,149300,11.913719681428494
1483,907425015,120,68.0,4426,6,5,2004,2004,147.0,4,3,4,3,3,5,697.0,0,0.0,151.0,848.0,5,848,0,0,848,1.0,0.0,1,0,1,1,4,3,8,1,3,2004.0,2,2.0,420.0,3,3,2,149,0,0,0,0,0,0,0,5,2008,141000,11.856522261533737
1484,907425030,120,68.0,4438,6,5,2004,2004,205.0,4,3,4,3,2,5,662.0,0,0.0,186.0,848.0,5,848,0,0,848,1.0,0.0,1,0,1,1,4,3,8,1,4,2004.0,2,2.0,420.0,3,3,2,149,0,0,0,0,0,0,0,1,2008,149000,11.91170829631447
1485,907425035,120,68.0,4438,6,5,2004,2004,169.0,4,3,4,3,3,5,662.0,0,0.0,186.0,848.0,5,848,0,0,848,1.0,0.0,1,0,1,1,4,4,8,1,4,2004.0,3,2.0,420.0,3,3,2,140,0,0,0,0,0,0,0,6,2008,144500,11.881041706925902
1486,908102030,30,67.0,8777,5,7,1910,1950,0.0,3,3,2,3,0,0,0.0,0,0.0,796.0,796.0,4,796,0,0,796,0.0,0.0,1,0,2,1,3,4,8,0,0,1979.0,0,0.0,0.0,0,0,1,328,0,164,0,0,0,0,0,5,2008,85000,11.350418300109132
1487,908102040,90,67.0,8777,5,7,1900,2003,0.0,3,3,3,3,0,4,1084.0,0,0.0,188.0,1272.0,4,1272,928,0,2200,2.0,0.0,2,2,4,2,3,9,8,0,0,1979.0,0,0.0,0.0,0,0,0,0,70,0,0,0,0,0,0,9,2008,145900,11.890683588496984
1488,908102140,20,75.0,9825,5,5,1966,1966,0.0,3,3,3,3,0,2,609.0,0,0.0,483.0,1092.0,3,1092,0,0,1092,0.0,0.0,1,0,3,1,3,6,8,0,0,1966.0,1,1.0,264.0,3,3,2,259,0,0,0,161,0,0,0,4,2008,123000,11.719947764402807
1489,908102260,20,75.0,9937,5,6,1965,1965,0.0,4,3,3,3,0,3,830.0,1,290.0,136.0,1256.0,4,1256,0,0,1256,1.0,0.0,1,1,3,1,3,6,8,0,0,1965.0,3,1.0,276.0,3,3,2,736,68,0,0,0,0,0,0,6,2008,147500,11.901590234400047
1490,908103260,85,64.0,12102,5,5,1976,1976,222.0,3,3,4,4,3,4,456.0,0,0.0,0.0,456.0,5,1033,0,0,1033,0.0,1.0,1,0,3,1,3,6,8,0,0,1976.0,2,2.0,504.0,2,3,2,224,0,0,0,0,0,0,0,4,2008,165000,12.013706813470414
1491,908103280,20,65.0,6500,6,6,1976,1976,84.0,3,3,3,5,0,3,1033.0,0,0.0,94.0,1127.0,3,1127,0,0,1127,0.0,1.0,1,1,3,1,3,6,8,1,1,1991.0,1,2.0,480.0,3,3,2,0,0,138,0,0,0,0,0,5,2008,135000,11.813037464800539
1492,908127120,30,63.0,13907,5,6,1940,1969,0.0,3,3,3,3,0,3,290.0,0,0.0,706.0,996.0,5,996,0,0,996,1.0,0.0,1,0,3,1,3,6,8,1,4,1979.0,0,0.0,0.0,0,0,2,144,0,0,0,0,0,0,0,7,2008,108000,11.58989576532275
1493,908128050,85,90.0,10012,4,5,1972,1972,0.0,3,3,4,3,2,3,920.0,2,180.0,38.0,1138.0,3,1181,0,0,1181,1.0,0.0,2,0,3,1,3,6,8,0,0,1974.0,2,2.0,588.0,3,3,2,0,0,180,0,0,0,0,0,4,2008,137500,11.83138646878959
1494,908128110,60,60.0,6931,7,5,2003,2004,92.0,4,3,4,3,0,0,0.0,0,0.0,746.0,746.0,5,760,896,0,1656,0.0,0.0,2,1,3,1,4,7,8,1,4,2003.0,3,2.0,397.0,3,3,2,178,128,0,0,0,0,0,0,7,2008,165400,12.016128107502665
1495,908151040,80,68.0,9638,6,6,1977,1977,0.0,3,3,3,3,2,4,368.0,2,120.0,541.0,1029.0,3,1117,0,0,1117,1.0,0.0,1,0,3,1,3,6,8,1,2,1977.0,2,2.0,542.0,3,3,2,292,0,0,0,0,0,0,0,11,2008,147000,11.898194668458823
1496,908152110,60,72.0,7200,6,7,1976,2001,0.0,3,3,3,3,2,4,288.0,0,0.0,396.0,684.0,3,684,714,0,1398,0.0,0.0,1,1,3,1,3,6,8,1,3,1976.0,3,2.0,440.0,3,3,2,0,0,0,0,0,0,0,0,2,2008,160500,11.986055452062393
1497,908152270,20,60.0,7024,4,5,2005,2005,0.0,3,3,4,3,0,5,1024.0,0,0.0,108.0,1132.0,5,1132,0,0,1132,1.0,0.0,1,1,2,1,4,5,8,0,0,2005.0,3,2.0,451.0,3,3,2,252,64,0,0,0,0,0,0,6,2008,176000,12.07824495582233
1498,908154080,20,123.0,47007,5,7,1959,1996,0.0,3,3,0,0,0,0,0.0,0,0.0,0.0,0.0,3,3820,0,0,3820,0.0,0.0,3,1,5,1,5,11,8,2,4,1959.0,1,2.0,624.0,3,3,2,0,372,0,0,0,0,0,0,7,2008,284700,12.559194785729225
1499,908154235,60,313.0,63887,10,5,2008,2008,796.0,5,3,5,3,3,5,5644.0,0,0.0,466.0,6110.0,5,4692,950,0,5642,2.0,0.0,2,1,3,1,5,12,8,3,4,2008.0,3,2.0,1418.0,3,3,2,214,292,0,0,0,480,4,0,1,2008,160000,11.982935344196433
1500,908186040,180,35.0,3675,6,5,2005,2005,80.0,3,3,4,3,3,5,459.0,0,0.0,88.0,547.0,5,1072,0,0,1072,1.0,0.0,1,0,2,1,3,5,8,0,0,2005.0,2,2.0,525.0,3,3,2,0,28,0,0,0,0,0,0,6,2008,148000,11.904974309480183
1501,908201100,90,65.0,6040,4,5,1955,1955,0.0,3,3,0,0,0,0,0.0,0,0.0,0.0,0.0,3,1152,0,0,1152,0.0,0.0,2,0,2,2,2,6,8,0,0,1979.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,2008,82000,11.314486721293981
1502,908201110,90,65.0,6012,4,5,1955,1955,0.0,3,2,0,0,0,0,0.0,0,0.0,0.0,0.0,3,1152,0,0,1152,0.0,0.0,2,0,2,2,3,6,8,0,0,1979.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,2008,82000,11.314486721293981
1503,908201120,90,92.0,12108,4,4,1955,1955,270.0,3,3,3,3,0,4,133.0,0,0.0,1307.0,1440.0,3,1440,0,0,1440,0.0,0.0,2,0,4,2,2,8,8,0,0,1979.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,9,2008,118000,11.678448377988165
1504,908204160,90,74.0,6845,4,5,1955,1955,58.0,3,3,0,0,0,0,0.0,0,0.0,0.0,0.0,3,1152,0,0,1152,0.0,0.0,2,0,2,2,3,6,8,0,0,1979.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,2008,82500,11.320565693461432
1505,908225170,190,56.0,6931,4,5,1955,1955,0.0,3,3,3,3,2,4,784.0,0,0.0,0.0,784.0,3,784,0,0,784,1.0,0.0,1,0,2,1,3,4,8,0,0,1979.0,0,0.0,0.0,0,0,2,112,0,0,0,0,0,0,0,5,2008,91900,11.428467189677395
1506,908226120,50,60.0,12180,5,7,1938,2007,0.0,3,3,3,3,0,0,0.0,0,0.0,585.0,585.0,4,585,468,0,1053,0.0,0.0,1,1,2,1,5,5,8,0,0,1979.0,0,0.0,0.0,0,0,0,42,0,0,0,0,0,0,0,1,2008,120000,11.695255355062795
1507,908250040,50,57.0,8050,5,8,1947,1993,0.0,3,4,0,0,0,0,0.0,0,0.0,0.0,0.0,4,929,208,0,1137,0.0,0.0,1,1,4,1,3,8,7,0,0,1979.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,4,2008,96000,11.472113887062386
1508,908250090,20,68.0,9520,4,5,1953,1953,115.0,3,3,4,3,0,2,767.0,0,0.0,144.0,911.0,3,930,0,0,930,0.0,0.0,1,0,2,1,3,5,8,0,0,1953.0,2,1.0,286.0,3,3,2,134,0,0,0,0,0,0,3000,5,2008,99000,11.502885230075814
1509,908275130,50,70.0,11767,5,6,1946,1995,0.0,3,3,3,3,0,3,352.0,0,0.0,416.0,768.0,5,768,432,0,1200,0.0,0.0,1,0,3,1,3,6,8,0,0,1946.0,1,1.0,240.0,3,3,2,0,0,0,0,0,0,0,0,5,2008,130500,11.779136168550774
1510,908275180,50,60.0,8172,4,6,1954,1972,0.0,3,3,3,3,0,0,0.0,0,0.0,941.0,941.0,5,997,473,0,1470,0.0,0.0,2,0,4,1,3,7,8,0,0,1958.0,1,1.0,548.0,3,3,2,0,0,0,0,156,0,0,0,5,2008,135000,11.813037464800539
1511,908275280,50,59.0,16466,5,7,1955,1955,0.0,3,4,3,3,0,0,0.0,0,0.0,816.0,816.0,3,872,521,0,1393,0.0,0.0,1,1,3,1,3,8,8,0,0,1955.0,1,1.0,300.0,3,3,2,121,0,0,0,265,0,0,0,4,2008,135500,11.816734299348461
1512,908276140,80,62.0,7692,4,6,1954,1954,0.0,3,3,5,3,2,0,0.0,0,0.0,416.0,416.0,4,1204,0,0,1204,0.0,0.0,1,0,3,1,3,6,8,0,0,1954.0,1,1.0,312.0,3,3,2,0,0,0,0,0,0,0,0,11,2008,100000,11.51293546492023
1513,909100150,30,67.0,5142,4,7,1923,2008,0.0,3,3,3,3,0,4,224.0,0,0.0,725.0,949.0,3,949,343,0,1292,0.0,0.0,1,1,3,1,4,6,8,0,0,1923.0,1,1.0,205.0,3,3,0,0,0,183,0,0,0,0,0,6,2008,108000,11.58989576532275
1514,909100170,30,67.0,5604,5,6,1925,1950,0.0,3,3,3,3,0,2,468.0,0,0.0,396.0,864.0,3,864,0,0,864,1.0,0.0,1,0,2,1,3,5,8,0,0,1979.0,0,0.0,0.0,0,0,2,0,0,96,0,0,0,0,0,4,2008,98000,11.49273296168228
1515,909101060,30,45.0,8248,3,3,1914,1950,0.0,3,3,3,3,0,3,41.0,0,0.0,823.0,864.0,3,864,0,0,864,1.0,0.0,1,0,2,1,3,5,8,0,0,1979.0,0,0.0,0.0,0,0,0,0,0,100,0,0,0,0,0,9,2008,67000,11.112462823634855
1516,909101180,190,55.0,5687,5,6,1912,2000,0.0,3,2,3,2,0,2,210.0,0,0.0,570.0,780.0,5,936,780,0,1716,1.0,0.0,2,0,6,1,2,9,8,0,0,1979.0,0,0.0,0.0,0,0,0,0,184,0,0,0,0,0,0,3,2008,135900,11.819681958463892
1517,909131170,70,68.0,12155,6,8,1925,1950,0.0,3,3,3,3,0,3,156.0,0,0.0,516.0,672.0,3,810,672,0,1482,0.0,0.0,2,0,4,1,2,7,8,0,0,1934.0,1,1.0,400.0,3,3,1,0,0,254,0,0,0,0,0,3,2008,140000,11.849404844423074
1518,909175050,75,60.0,8400,5,8,1939,1997,0.0,3,3,3,3,0,1,378.0,0,0.0,342.0,720.0,5,1052,720,420,2192,0.0,0.0,2,1,4,1,4,8,8,1,4,1939.0,1,1.0,240.0,3,3,2,262,24,0,0,0,0,0,0,7,2008,179500,12.097936057925594
1519,909175100,50,60.0,8400,6,5,1925,1950,0.0,3,3,3,3,0,2,423.0,0,0.0,758.0,1181.0,2,1390,304,0,1694,0.0,0.0,2,0,4,1,3,7,8,1,4,1925.0,1,2.0,576.0,3,3,2,342,0,128,0,0,0,0,0,6,2008,136500,11.824087219587643
1520,909177120,30,60.0,7290,7,8,1921,1950,174.0,3,3,3,3,0,0,0.0,0,0.0,1228.0,1228.0,5,1424,0,0,1424,0.0,0.0,2,0,2,1,3,7,8,1,4,1921.0,1,1.0,312.0,3,3,2,0,0,90,0,0,0,0,0,4,2008,168000,12.031725210748633
1521,909201110,70,55.0,8525,5,6,1911,1950,0.0,3,3,3,3,2,0,0.0,0,0.0,940.0,940.0,3,1024,940,0,1964,0.0,0.0,1,1,4,1,3,7,8,0,0,1979.0,0,0.0,0.0,0,0,0,0,192,0,0,0,0,0,0,11,2008,130000,11.775297421715827
1522,909250040,70,51.0,9842,5,6,1921,1998,0.0,3,3,3,2,0,0,0.0,0,0.0,612.0,612.0,5,990,1611,0,2601,0.0,0.0,3,1,4,1,3,8,8,0,0,1998.0,2,2.0,621.0,3,3,2,183,0,301,0,0,0,0,0,5,2008,189000,12.149507585033072
1523,909250230,90,64.0,7804,6,7,1930,1950,0.0,3,3,3,3,0,4,281.0,2,679.0,0.0,960.0,5,960,960,0,1920,2.0,0.0,2,2,4,2,3,10,8,2,4,1930.0,1,2.0,480.0,3,3,2,248,0,121,0,0,0,0,0,7,2008,161900,11.994740316298905
1524,909251080,70,66.0,8969,6,6,1926,1950,0.0,3,3,3,3,0,3,379.0,0,0.0,265.0,644.0,5,672,644,0,1316,1.0,0.0,1,0,2,1,3,6,8,1,4,2001.0,1,1.0,369.0,3,3,1,0,0,0,0,192,0,0,0,7,2008,145000,11.884495917930655
1525,909251090,70,79.0,11526,6,7,1922,1994,0.0,3,3,5,3,0,0,0.0,0,0.0,588.0,588.0,2,1423,748,384,2555,0.0,0.0,2,0,3,1,3,11,7,1,4,1993.0,3,2.0,672.0,3,3,2,431,0,0,0,0,0,0,0,9,2008,191000,12.160033942617156
1526,909252110,70,63.0,15576,6,7,1915,1976,0.0,3,3,4,3,0,0,0.0,0,0.0,840.0,840.0,5,840,840,0,1680,0.0,0.0,2,0,4,1,3,8,8,0,0,1960.0,1,1.0,308.0,3,3,2,0,0,160,0,0,0,0,0,3,2008,177000,12.083910661257521
1527,909252220,50,63.0,15564,6,6,1914,1995,0.0,3,3,4,3,0,0,0.0,0,0.0,676.0,676.0,5,676,588,0,1264,0.0,0.0,1,0,3,1,3,6,8,0,0,1994.0,1,2.0,400.0,3,3,2,424,0,0,0,0,0,0,400,1,2008,147500,11.901590234400047
1528,909253190,30,52.0,6292,6,5,1930,1950,0.0,3,3,4,3,1,2,384.0,0,0.0,384.0,768.0,3,790,0,0,790,0.0,0.0,1,0,2,1,3,4,8,0,0,1925.0,1,1.0,160.0,2,3,2,0,141,0,0,0,0,0,0,4,2008,91000,11.418625774449596
1529,909254050,70,54.0,7609,8,9,1925,1997,0.0,4,4,2,3,0,4,406.0,0,0.0,392.0,798.0,5,798,714,0,1512,1.0,0.0,2,0,3,1,4,7,8,1,4,1925.0,1,1.0,180.0,3,3,1,85,16,41,0,0,0,0,0,6,2008,231000,12.35017731849889
1530,909256060,50,51.0,10480,6,5,1936,1950,0.0,3,3,3,3,0,0,0.0,0,0.0,1064.0,1064.0,5,1166,0,473,1639,0.0,0.0,1,0,3,1,3,6,3,0,0,1936.0,1,1.0,240.0,3,3,2,0,0,0,0,0,0,0,0,3,2008,115000,11.652696102959753
1531,909275040,70,68.0,9650,6,3,1923,1950,0.0,3,3,3,3,0,0,0.0,0,0.0,784.0,784.0,3,819,784,0,1603,0.0,0.0,1,0,4,1,3,7,8,1,4,1980.0,1,2.0,599.0,3,3,2,0,217,0,0,0,0,0,0,6,2008,138000,11.835016210489899
1532,909275050,70,60.0,7200,7,6,1931,2000,0.0,3,2,4,3,0,0,0.0,0,0.0,776.0,776.0,3,851,651,0,1502,0.0,0.0,1,1,3,1,3,6,8,1,4,1931.0,2,1.0,270.0,3,3,1,0,0,112,0,0,0,0,0,2,2008,149000,11.91170829631447
1533,909276170,70,74.0,11988,6,7,1934,1995,0.0,3,3,3,3,0,1,326.0,0,0.0,389.0,715.0,2,849,811,0,1660,0.0,0.0,1,1,3,1,3,6,8,1,4,1939.0,1,1.0,240.0,3,3,2,0,0,0,0,0,0,0,0,8,2008,188700,12.147919030759663
1534,909277040,50,68.0,11700,5,6,1937,1995,0.0,3,3,3,3,0,3,606.0,0,0.0,336.0,942.0,5,1265,673,0,1938,0.0,0.0,2,0,4,1,4,7,6,1,4,1937.0,1,1.0,240.0,3,3,2,0,40,0,0,0,0,0,0,7,2008,198000,12.19602736016897
1535,909277070,50,68.0,9260,5,4,1938,1950,0.0,3,3,3,3,0,0,0.0,0,0.0,884.0,884.0,3,932,442,0,1374,0.0,0.0,1,0,3,1,3,6,8,0,0,1938.0,1,1.0,225.0,3,3,2,64,0,0,0,100,0,0,0,3,2008,110000,11.608244735642321
1536,909281030,20,79.0,7801,6,5,1951,1951,88.0,3,2,3,3,0,2,500.0,0,0.0,591.0,1091.0,2,1091,0,0,1091,0.0,1.0,1,0,2,1,3,5,8,1,3,1951.0,3,1.0,344.0,3,3,2,66,105,0,0,221,0,0,0,5,2008,104000,11.552155793461898
1537,909281110,70,100.0,9670,8,6,1935,1950,40.0,3,3,3,2,0,1,210.0,0,0.0,398.0,608.0,3,983,890,0,1873,0.0,0.0,1,1,4,1,3,9,8,2,4,1935.0,3,2.0,786.0,2,3,2,0,0,207,0,0,0,0,0,6,2008,257076,12.457130929897918
1538,909282030,50,68.0,14100,8,9,1935,1997,632.0,3,4,3,3,1,2,192.0,0,0.0,536.0,728.0,5,1968,1479,0,3447,0.0,0.0,3,1,4,1,4,11,8,2,4,1982.0,1,3.0,1014.0,3,3,2,314,12,0,0,0,0,0,0,5,2008,381000,12.850557278777309
1539,909425010,50,68.0,15660,7,9,1939,2006,312.0,4,4,3,3,0,3,341.0,0,0.0,457.0,798.0,5,1137,817,0,1954,0.0,1.0,1,1,3,1,4,8,8,2,3,1939.0,1,2.0,431.0,3,3,2,0,119,150,0,0,0,0,0,5,2008,311500,12.649157827477366
1540,909425085,50,70.0,12392,7,9,1950,2000,0.0,3,4,3,4,0,5,435.0,0,0.0,397.0,832.0,5,1218,943,0,2161,1.0,0.0,2,1,3,1,4,8,8,2,3,1994.0,3,2.0,506.0,3,3,2,0,96,0,0,0,0,0,0,4,2008,263400,12.481432864791325
1541,909428170,20,56.0,26073,5,5,1956,1956,0.0,3,3,3,3,0,2,1116.0,0,0.0,782.0,1898.0,5,1898,0,0,1898,0.0,0.0,2,1,3,1,3,7,8,2,3,1956.0,1,2.0,484.0,3,3,2,0,51,224,0,0,0,0,0,4,2008,236500,12.373707715234994
1542,909428190,20,68.0,14778,6,7,1954,2006,72.0,4,3,3,3,0,3,728.0,0,0.0,568.0,1296.0,5,1640,0,0,1640,1.0,0.0,1,0,3,1,4,7,8,1,4,1993.0,1,2.0,924.0,3,3,2,108,0,0,216,0,0,0,0,11,2008,224000,12.319405795112926
1543,909451020,160,24.0,1879,6,6,1980,1980,0.0,3,3,4,3,0,5,366.0,0,0.0,150.0,516.0,3,516,516,0,1032,0.0,0.0,1,0,2,1,3,5,8,1,3,1980.0,1,2.0,462.0,3,3,2,213,0,0,0,0,0,0,0,12,2008,116500,11.665655135642039
